##For information about the Annotation file content, please see the bundled README file.
#%create_date=2009-03-02 PST 12:00:00
#%chip_type=HG-U133_Plus_2
#%genome-species=Homo sapiens
#%genome-version=NCBI Build 36.1
#%genome-version-ucsc=hg18
#%genome-version-ncbi=NCBI Build 36.1
#%genome-version-create_date=March 2006
#%netaffx-annotation-date=2009-03-16
#%netaffx-annotation-netaffx-build=28
#%netaffx-annotation-tabular-data-version=1.0
#%netaffx-annotation-tabular-format-version=1.0
Probe Set ID	Gene Symbol	Entrez Gene
213706_at	GPD1	2819
213707_s_at	DLX5	1749
213708_s_at	MLX	6945
213709_at	BHLHB9	80823
213710_s_at	---	---
213711_at	KRT81	3887
213712_at	ELOVL2	54898
213713_s_at	GLB1L2	89944
213714_at	CACNB2	783
213715_s_at	KANK3	256949
213716_s_at	SECTM1	6398
213717_at	LDB3	11155
213718_at	RBM4	5936
213719_s_at	SMARCA4	6597
213720_s_at	SMARCA4	6597
213721_at	SOX2	6657
213722_at	SOX2	6657
213723_s_at	IDUA	3425
213724_s_at	PDK2	5164
213725_x_at	XYLT1	64131
213726_x_at	TUBB2C	10383
213727_x_at	MPPE1	65258
213728_at	LAMP1	3916
213729_at	PRPF40A	55660
213730_x_at	TCF3	6929
213731_s_at	TCF3	6929
213732_at	TCF3	6929
213733_at	MYO1F	4542
213734_at	WSB2	55884
213735_s_at	COX5B	1329
213736_at	COX5B	1329
213737_x_at	GOLGA9P	283796
213738_s_at	ATP5A1	498
213739_at	---	---
213740_s_at	LOC399904	399904
213741_s_at	KPNA1	3836
213742_at	SFRS11	9295
213743_at	CCNT2	905
213744_at	ATRNL1	26033
213745_at	ATRNL1	26033
213746_s_at	FLNA	2316
213747_at	LOC100134128	100134128
213748_at	TRIM66	9866
213749_at	MASP1	5648
213750_at	RSL1D1	26156
213751_at	LRRC68	284352
213752_at	RP1-21O18.1	23254
213753_x_at	EIF5A	1984
213754_s_at	PAIP1	10605
213755_s_at	---	---
213756_s_at	HSF1	3297
213757_at	---	---
213758_at	COX4I1	1327
213759_at	ARL4C	10123
213760_s_at	ZNF330	27309
213761_at	MDM1	56890
213762_x_at	RBMX	27316
213763_at	HIPK2	28996
213764_s_at	MFAP5	8076
213765_at	MFAP5	8076
213766_x_at	GNA11	2767
213767_at	KSR1	8844
213768_s_at	ASCL1	429
213769_at	KSR1	8844
213770_at	KSR1	8844
213771_at	IRF2BP1	26145
213772_s_at	GGA2	23062
213773_x_at	NSUN5	55695
213774_s_at	PPP1R2	5504
213775_x_at	ZNF638	27332
213776_at	LOC157562	157562
213777_s_at	---	---
213778_x_at	ZNF276	92822
213779_at	EMID1	129080
213780_at	TCHH	7062
213781_at	LRRC68	284352
213782_s_at	MYOZ2	51778
213783_at	MFNG	4242
213784_at	RABL4	11020
213785_at	IPO9	55705
213786_at	TAX1BP1	8887
213787_s_at	EBP	10682
213788_s_at	NCRNA00094	266655
213789_at	---	---
213790_at	ADAM12	8038
213791_at	PENK	5179
213792_s_at	INSR	3643
213793_s_at	HOMER1	9456
213794_s_at	NGDN	25983
213795_s_at	PTPRA	5786
213796_at	SPRR1A	6698
213797_at	RSAD2	91543
213798_s_at	CAP1	10487
213799_s_at	PTPRA	5786
213800_at	CFH	3075
213801_x_at	LOC388524 /// LOC653162 /// RP11-556K13.1 /// RPSA	388524 /// 3921 /// 653162 /// 730029
213802_at	---	---
213803_at	---	---
213804_at	INPP5B	3633
213805_at	ABHD5	51099
213806_at	PURA	5813
213807_x_at	MET	4233
213808_at	---	---
213809_x_at	TCF3	6929
213810_s_at	AKIRIN2	55122
213811_x_at	TCF3	6929
213812_s_at	CAMKK2	10645
213813_x_at	---	---
213814_s_at	SNTB2	6645
213815_x_at	C19orf29	58509
213816_s_at	MET	4233
213817_at	IRAK3	11213
213818_x_at	---	---
213819_s_at	FLOT1	10211
213820_s_at	STARD5	80765
213821_s_at	---	---
213822_s_at	UBE3B	89910
213823_at	HOXA11	3207
213824_at	OLIG2	10215
213825_at	OLIG2	10215
213826_s_at	LOC100133109	100133109
213827_at	SNX26	115703
213828_x_at	H3F3A /// H3F3B /// LOC440926	3020 /// 3021 /// 440926
213829_x_at	RTEL1	51750
213830_at	TRD@	6964
213831_at	HLA-DQA1	3117
213832_at	KCND3	3752
213833_x_at	NOP16	51491
213834_at	IQSEC3 /// LOC100134209 /// LOC731035	100134209 /// 440073 /// 731035
213835_x_at	GTPBP3	84705
213836_s_at	WIPI1	55062
213837_at	L3MBTL	26013
213838_at	NOL7	51406
213839_at	CLMN	79789
213840_s_at	MRPS12	6183
213841_at	---	---
213842_x_at	NSUN5C	260294
213843_x_at	SLC6A8	6535
213844_at	HOXA5	3202
213845_at	GRIK2	2898
213846_at	COX7C	1350
213847_at	PRPH	5630
213848_at	---	---
213849_s_at	PPP2R2B	5521
213850_s_at	SFRS2IP	9169
213851_at	TMEM110	375346
213852_at	RBM8A	9939
213853_at	DNAJC24	120526
213854_at	SYNGR1	9145
213855_s_at	LIPE	3991
213856_at	CD47	961
213857_s_at	CD47	961
213858_at	ZNF250	58500
213859_x_at	SMARCA5	8467
213860_x_at	CSNK1A1	1452
213861_s_at	FAM119B	25895
213862_at	PNPLA2	57104
213863_s_at	OAZ3	51686
213864_s_at	NAP1L1	4673
213865_at	DCBLD2	131566
213866_at	SAMD14	201191
213867_x_at	ACTB	60
213868_s_at	DHRS7	51635
213869_x_at	THY1	7070
213870_at	COL11A2	1302
213871_s_at	C6orf108	10591
213872_at	---	---
213873_at	DCBLD2	131566
213874_at	SERPINA4	5267
213875_x_at	C6orf62	81688
213876_x_at	ZRSR2	8233
213877_x_at	TCEB2	6923
213878_at	PYROXD1	79912
213879_at	---	---
213880_at	LGR5	8549
213881_x_at	SUMO2	6613
213882_at	TM2D1	83941
213883_s_at	TM2D1	83941
213884_s_at	TRIM3	10612
213885_at	TRIM3	10612
213887_s_at	POLR2E	5434
213888_s_at	LOC100133233 /// TRAF3IP3	100133233 /// 80342
213889_at	PIGL	9487
213890_x_at	RPS16	6217
213891_s_at	TCF4	6925
213892_s_at	APRT	353
213893_x_at	LOC441259 /// LOC730324 /// PMS2L2 /// PMS2L5	441259 /// 5380 /// 5383 /// 730324
213894_at	THSD7A	221981
213895_at	EMP1	2012
213896_x_at	FAM149B1	317662
213897_s_at	MRPL23	6150
213898_at	RBM9	23543
213899_at	METAP2	10988
213900_at	C9orf61	9413
213901_x_at	RBM9	23543
213902_at	ASAH1	427
213903_s_at	RQCD1	9125
213904_at	---	---
213905_x_at	BGN	633
213906_at	MYBL1	4603
213907_at	EEF1E1	9521
213908_at	LOC652637 /// WHDC1L1	339005 /// 652637
213909_at	LRRC15	131578
213910_at	IGFBP7	3490
213911_s_at	H2AFZ	3015
213912_at	FLJ41278 /// TBC1D30	23329 /// 400046
213913_s_at	TBC1D30	23329
213914_s_at	SPTBN1	6711
213915_at	NKG7	4818
213916_at	ZNF20	7568
213917_at	PAX8	7849
213918_s_at	NIPBL	25836
213919_at	DNAJC4	3338
213920_at	CUX2	23316
213921_at	SST	6750
213922_at	TTBK2	146057
213923_at	RAP2B	5912
213924_at	MPPE1	65258
213925_at	C1orf95	375057
213926_s_at	AGFG1	3267
213927_at	MAP3K9	4293
213928_s_at	AGFG1	3267
213929_at	---	---
213930_at	---	---
213931_at	ID2 /// ID2B	3398 /// 84099
213932_x_at	HLA-A	3105
213933_at	PTGER3	5733
213934_s_at	ZNF23	7571
213935_at	ABHD5	51099
213936_x_at	SFTPB	6439
213937_s_at	FTSJ1	24140
213938_at	ERC2	26059
213939_s_at	RUFY3	22902
213940_s_at	FNBP1	23048
213941_x_at	RPS7	6201
213942_at	MEGF6	1953
213943_at	TWIST1	7291
213944_x_at	GNA11	2767
213945_s_at	NUP210	23225
213946_s_at	OBSL1	23363
213947_s_at	NUP210	23225
213948_x_at	CADM3	57863
213949_s_at	DOHH	83475
213950_s_at	PPP3CC	5533
213951_s_at	PSMC3IP	29893
213952_s_at	ALOX5	240
213953_at	KRT20	54474
213954_at	FAM169A	26049
213955_at	MYOZ3	91977
213956_at	CEP350	9857
213957_s_at	CEP350	9857
213958_at	CD6	923
213959_s_at	RPGRIP1L	23322
213960_at	NTRK3	4916
213961_s_at	---	---
213962_s_at	ANKLE2	23141
213963_s_at	SAP30	8819
213964_x_at	---	---
213965_s_at	CHD5	26038
213966_at	HMG20B	10362
213967_at	RALYL	138046
213968_at	---	---
213969_x_at	RPL29 /// RPL29P4	387101 /// 6159
213970_at	RABL3	285282
213971_s_at	SUZ12 /// SUZ12P	23512 /// 440423
213972_at	FOXD1	2297
213973_at	RRBP1	6238
213974_at	ADAMTSL3	57188
213975_s_at	LYZ	4069
213976_at	CIZ1	25792
213977_s_at	CIZ1	25792
213978_at	MTSS1L	92154
213979_s_at	---	---
213980_s_at	CTBP1	1487
213981_at	COMT	1312
213982_s_at	RABGAP1L	9910
213983_s_at	PDS5A	23244
213984_at	PDS5A	23244
213985_s_at	C19orf6	91304
213986_s_at	C19orf6	91304
213987_s_at	CDC2L5	8621
213988_s_at	SAT1	6303
213989_x_at	SETD4	54093
213990_s_at	PAK7	57144
213991_s_at	HS3ST1	9957
213992_at	COL4A6	1288
213993_at	SPON1	10418
213994_s_at	SPON1	10418
213995_at	ATP5S	27109
213996_at	YPEL1	29799
213997_at	KIAA0574	23359
213998_s_at	DDX17	10521
213999_at	YIPF4	84272
214000_s_at	RGS10	6001
214001_x_at	RPS10	6204
214002_at	---	---
214003_x_at	RPS20	6224
214004_s_at	VGLL4	9686
214005_at	GGCX	2677
214006_s_at	GGCX	2677
214007_s_at	TWF1	5756
214008_at	TWF1	5756
214009_at	MSL3	10943
214010_s_at	ATP9B	374868
214011_s_at	NOP16	51491
214012_at	ERAP1	51752
214013_s_at	TBC1D1	23216
214014_at	CDC42EP2	10435
214015_at	SOCS7	30837
214016_s_at	SFPQ	6421
214017_s_at	DHX34	9704
214018_at	GRIP1	23426
214019_at	---	---
214020_x_at	ITGB5	3693
214021_x_at	ITGB5	3693
214022_s_at	IFITM1	8519
214023_x_at	TUBB2B	347733
214024_s_at	DGCR6L	85359
214025_at	DDX28	55794
214026_s_at	SPRED2	200734
214027_x_at	DES /// FAM48A	1674 /// 55578
214028_x_at	TDRD3	81550
214029_at	SLC25A42	284439
214030_at	CRYBG3	131544
214031_s_at	KRT7	3855
214032_at	ZAP70	7535
214033_at	ABCC6	368
214034_at	ERAP1	51752
214035_x_at	LOC399491	399491
214036_at	EFNA5	1946
214037_s_at	CCDC22	28952
214038_at	CCL8	6355
214039_s_at	LAPTM4B	55353
214040_s_at	GSN	2934
214041_x_at	RPL37A	6168
214042_s_at	RPL22	6146
214043_at	PTPRD	5789
214044_at	RYR2	6262
214045_at	LIAS	11019
214046_at	FUT9	10690
214047_s_at	MBD4	8930
214048_at	MBD4	8930
214049_x_at	CD7	924
214050_at	---	---
214051_at	MGC39900 /// TMSB15A	11013 /// 286527
214052_x_at	BAT2D1	23215
214053_at	ERBB4	2066
214054_at	DOK2	9046
214055_x_at	BAT2D1	23215
214056_at	MCL1	4170
214057_at	MCL1	4170
214058_at	MYCL1	4610
214059_at	IFI44	10561
214060_at	SSBP1	6742
214061_at	WDR67	93594
214062_x_at	NFKBIB	4793
214063_s_at	TF	7018
214064_at	TF	7018
214065_s_at	CIB2	10518
214066_x_at	NPR2	4882
214067_at	C16orf42	115939
214068_at	BEAN	146227
214069_at	ACSM2A /// ACSM2B	123876 /// 348158
214070_s_at	ATP10B	23120
214071_at	MPPE1	65258
214072_x_at	NENF	29937
214073_at	CTTN	2017
214074_s_at	CTTN	2017
214075_at	NENF	29937
214076_at	---	---
214077_x_at	MEIS3P1	4213
214078_at	---	---
214079_at	DHRS2	10202
214080_x_at	PRKCSH	5589
214081_at	PLXDC1	57125
214082_at	CA5B	11238
214083_at	LOC100132532	100132532
214084_x_at	LOC648998	648998
214085_x_at	GLIPR1	11010
214086_s_at	PARP2	10038
214087_s_at	MYBPC1	4604
214088_s_at	FUT3	2525
214089_at	LOC388076 /// RPS8	388076 /// 6202
214090_at	LOC100133105	100133105
214091_s_at	GPX3	2878
214092_x_at	SFRS14	10147
214093_s_at	FUBP1	8880
214094_at	FUBP1	8880
214095_at	SHMT2	6472
214096_s_at	SHMT2	6472
214097_at	RPS21	6227
214098_at	KIAA1107	23285
214099_s_at	PDE4DIP	9659
214100_x_at	NSUN5B	155400
214101_s_at	---	---
214102_at	ARAP2	116984
214103_s_at	RAP2A	5911
214104_at	GPR161	23432
214105_at	SOCS3	9021
214106_s_at	GMDS	2762
214107_x_at	LOC440434	440434
214108_at	MAX	4149
214109_at	LRBA	987
214110_s_at	LOC654342	654342
214111_at	OPCML	4978
214112_s_at	CXorf40A /// CXorf40B	541578 /// 91966
214113_s_at	RBM8A	9939
214114_x_at	FASTK	10922
214115_at	VAMP5	10791
214116_at	BTD	686
214117_s_at	BTD	686
214118_x_at	PCM1	5108
214119_s_at	FKBP1A	2280
214120_at	RFPL1S	10740
214121_x_at	PDLIM7	9260
214122_at	PDLIM7	9260
214123_s_at	C4orf10	317648
214124_x_at	---	---
214125_s_at	NENF	29937
214126_at	---	---
214127_s_at	ARS2	51593
214128_at	DAGLA	747
214129_at	PDE4DIP	9659
214130_s_at	PDE4DIP	9659
214131_at	CYorf15B	84663
214132_at	ATP5C1	509
214133_at	LOC100133432 /// MUC6	100133432 /// 4588
214134_at	C2orf55	343990
214135_at	CLDN18	51208
214136_at	NUDT13	25961
214137_at	PTPRJ	5795
214138_at	ZNF79	7633
214139_at	---	---
214140_at	SLC25A16	8034
214141_x_at	SFRS7	6432
214142_at	JCLN	123887
214143_x_at	RPL24 /// SLC36A2	153201 /// 6152
214144_at	POLR2D	5433
214145_s_at	SPTB	6710
214146_s_at	PPBP	5473
214147_at	C1orf175	374977
214148_at	---	---
214149_s_at	ATP6V0E1	8992
214150_x_at	ATP6V0E1	8992
214151_s_at	CCPG1	9236
214152_at	CCPG1	9236
214153_at	ELOVL5	60481
214154_s_at	PKP2	5318
214155_s_at	LARP4	113251
214156_at	MYRIP	25924
214157_at	GNAS	2778
214158_s_at	PRDM10	56980
214159_at	PLCE1	51196
214160_at	---	---
214161_at	OSGIN2	734
214162_at	LOC284244	284244
214163_at	HSPB11	51668
214164_x_at	CA12	771
214165_s_at	HS6ST1	9394
214166_at	SDHB	6390
214167_s_at	RPLP0 /// RPLP0-like	220717 /// 6175
214168_s_at	TJP1	7082
214169_at	UNC84A	23353
214170_x_at	FH	2271
214171_s_at	U2AF2	11338
214172_x_at	RYK	6259
214173_x_at	C19orf2	8725
214174_s_at	PDLIM4	8572
214175_x_at	PDLIM4	8572
214176_s_at	---	---
214177_s_at	PBXIP1	57326
214178_s_at	SOX2	6657
214179_s_at	NFE2L1	4779
214180_at	MAN1C1	57134
214181_x_at	LST1	7940
214182_at	LOC100132430	100132430
214183_s_at	TKTL1	8277
214184_at	NPFF	8620
214185_at	KHDRBS1	10657
214186_s_at	HCG26	352961
214187_x_at	CTDSPL	10217
214188_at	---	---
214189_s_at	GGA2	23062
214190_x_at	GGA2	23062
214191_at	ICA1	3382
214192_at	NUP88	4927
214193_s_at	C1orf107	27042
214194_at	DIS3	22894
214195_at	TPP1	1200
214196_s_at	TPP1	1200
214197_s_at	SETDB1	9869
214198_s_at	DGCR2	9993
214199_at	SFTPD	6441
214200_s_at	COL6A1	1291
214201_x_at	BAT2	7916
214202_at	---	---
214203_s_at	PRODH	5625
214204_at	PACRG	135138
214205_x_at	GLRX3	10539
214206_at	PPIL6	285755
214207_s_at	CARD10	29775
214208_at	KLHL35	283212
214209_s_at	ABCB9	23457
214210_at	SLC25A17	10478
214211_at	FTH1	2495
214212_x_at	FERMT2	10979
214213_x_at	LMNA	4000
214214_s_at	C1QBP	708
214215_s_at	LARP5	23185
214216_s_at	LARP5	23185
214217_at	GRM5	2915
214218_s_at	XIST	7503
214219_x_at	MAP4K1	11184
214220_s_at	ALMS1	7840
214221_at	ALMS1	7840
214222_at	DNAH7	56171
214223_at	---	---
214224_s_at	PIN4	5303
214225_at	PIN4	5303
214226_at	POL3S	339105
214227_at	---	---
214228_x_at	TNFRSF4	7293
214229_at	DNAH17	8632
214230_at	CDC42	998
214231_s_at	KIAA0564	23078
214232_at	---	---
214233_at	GGA2	23062
214234_s_at	CYP3A5	1577
214235_at	CYP3A5	1577
214236_at	CDC27	996
214237_x_at	PAWR	5074
214238_at	---	---
214239_x_at	PCGF2	7703
214240_at	GAL	51083
214241_at	NDUFB8	4714
214242_at	MAN1A2	10905
214243_s_at	SERHL /// SERHL2	253190 /// 94009
214244_s_at	ATP6V0E1	8992
214245_at	RPS14	6208
214246_x_at	MINK1	50488
214247_s_at	DKK3	27122
214248_s_at	TRIM2	23321
214249_at	TRIM2	23321
214250_at	NUMA1	4926
214251_s_at	NUMA1	4926
214252_s_at	CLN5	1203
214253_s_at	DTNB	1838
214254_at	MAGEA4	4103
214255_at	ATP10A	57194
214256_at	ATP10A	57194
214257_s_at	---	---
214258_x_at	KAT5	10524
214259_s_at	AKR7A2	8574
214260_at	COPS8	10920
214261_s_at	ADH6	130
214262_at	TRIP6	7205
214263_x_at	POLR2C	5432
214264_s_at	C14orf143	90141
214265_at	ITGA8	8516
214266_s_at	PDLIM7	9260
214267_s_at	CADM4	199731
214268_s_at	MTMR4	9110
214269_at	MFSD7	84179
214270_s_at	MAPRE3	22924
214271_x_at	RPL12	6136
214272_at	CYLD	1540
214273_x_at	C16orf35	8131
214274_s_at	ACAA1	30
214275_at	MED12	9968
214276_at	KLF12	11278
214277_at	COX11	1353
214278_s_at	NDRG2	57447
214279_s_at	NDRG2	57447
214280_x_at	HNRNPA1	3178
214281_s_at	RCHY1	25898
214282_at	---	---
214283_at	TMEM97	27346
214284_s_at	FGF18	8817
214285_at	FABP3	2170
214286_at	GNAT1	2779
214287_s_at	CDC2L5	8621
214288_s_at	PSMB1	5689
214289_at	PSMB1	5689
214290_s_at	HIST2H2AA3 /// HIST2H2AA4	723790 /// 8337
214291_at	hCG_2004593 /// hCG_39912 /// LOC100129657 /// LOC100132742 /// LOC442232 /// LOC643863 /// LOC727984 /// LOC729340 /// LOC729349 /// RPL17	100129657 /// 100132742 /// 442232 /// 6139 /// 642250 /// 643863 /// 645296 /// 727984 /// 729340 /// 729349
214292_at	ITGB4	3691
214293_at	SEPT11	55752
214294_at	KIAA0485	57235
214295_at	KIAA0485	57235
214296_x_at	C19orf36	113177
214297_at	CSPG4	1464
214298_x_at	SEPT6	23157
214299_at	TOP3A	7156
214300_s_at	TOP3A	7156
214301_s_at	DPYSL4	10570
214302_x_at	GJC2	57165
214303_x_at	MUC5AC	4586
214304_x_at	SYNM	23336
214305_s_at	SF3B1	23451
214306_at	OPA1	4976
214307_at	HGD /// LOC100132552 /// LOC727722	100132552 /// 3081 /// 727722
214308_s_at	HGD /// LOC100132552 /// LOC727722	100132552 /// 3081 /// 727722
214309_s_at	---	---
214310_s_at	ZFPL1	7542
214311_at	ZFPL1	7542
214312_at	FOXA2	3170
214313_s_at	EIF5B	9669
214314_s_at	EIF5B	9669
214315_x_at	CALR	811
214316_x_at	---	---
214317_x_at	RPS9	6203
214318_s_at	FRY	10129
214319_at	FRY	10129
214320_x_at	CYP2A6	1548
214321_at	NOV	4856
214322_at	CAMK2G	818
214323_s_at	UPF3A	65110
214324_at	GP2	2813
214325_at	GP2	2813
214326_x_at	JUND	3727
214327_x_at	TPT1	7178
214328_s_at	HSP90AA1	3320
214329_x_at	TNFSF10	8743
214330_at	ATPAF2	91647
214331_at	TSFM	10102
214332_s_at	TSFM	10102
214333_x_at	IDH3G	3421
214334_x_at	DAZAP2	9802
214335_at	RPL18	6141
214336_s_at	COPA	1314
214337_at	COPA	1314
214338_at	DNAJB12	54788
214339_s_at	MAP4K1	11184
214340_at	ALOX12P2	245
214341_at	THTPA	79178
214342_at	ATXN7L1	222255
214343_s_at	ATXN7L1	222255
214344_at	LOC92973	92973
214345_at	---	---
214346_at	C1QL1	10882
214347_s_at	DDC	1644
214348_at	TACR2	6865
214349_at	---	---
214350_at	SNTB2	6645
214351_x_at	RPL13	6137
214352_s_at	KRAS	3845
214353_at	---	---
214354_x_at	SFTPB	6439
214355_x_at	CTAGE4 /// LOC100142659 /// LOC441294	100128553 /// 100142659 /// 441294
214356_s_at	KIAA0368	23392
214357_at	C1orf105	92346
214358_at	ACACA	31
214359_s_at	HSP90AB1	3326
214360_at	SMARCA4	6597
214361_s_at	RGS12	6002
214362_at	RGS12	6002
214363_s_at	MATR3	9782
214364_at	MTERFD2	130916
214365_at	TPM3	7170
214366_s_at	ALOX5	240
214367_at	RASGRP2	10235
214368_at	RASGRP2	10235
214369_s_at	RASGRP2	10235
214370_at	S100A8	6279
214371_at	TSSK2	23617
214372_x_at	ERN2	10595
214373_at	---	---
214374_s_at	PPFIBP1	8496
214375_at	LOC729222 /// PPFIBP1	729222 /// 8496
214376_at	---	---
214377_s_at	CTRL	1506
214378_at	TFPI	7035
214379_at	HNRPDL	9987
214380_at	PRPF31	26121
214381_at	LOC441601	441601
214382_at	UNC93A	54346
214383_x_at	KLHDC3	116138
214384_s_at	MBD6	114785
214385_s_at	MUC5AC	4586
214386_at	HMX1	3166
214387_x_at	SFTPC	6440
214388_at	---	---
214389_at	SLC5A12	159963
214390_s_at	BCAT1	586
214391_x_at	PTGER1	5731
214392_at	IRGC	56269
214393_at	RND2	8153
214394_x_at	EEF1D	1936
214395_x_at	EEF1D	1936
214396_s_at	MBD2	8932
214397_at	MBD2	8932
214398_s_at	IKBKE	9641
214399_s_at	KRT4	3851
214400_at	INSL3	3640
214401_at	PAX1	5075
214402_s_at	SFI1	9814
214403_x_at	SPDEF	25803
214404_x_at	SPDEF	25803
214405_at	---	---
214406_s_at	SLC7A4	6545
214407_x_at	GYPB	2994
214408_s_at	RFPL1S /// RFPL3S	10737 /// 10740
214409_at	RFPL3S	10737
214410_at	TRPM1	4308
214411_x_at	CTRB2	440387
214412_at	H2AFB1 /// H2AFB2 /// H2AFB3	474381 /// 474382 /// 83740
214413_at	TAT	6898
214414_x_at	HBA1 /// HBA2	3039 /// 3040
214415_at	PLGLB1 /// PLGLB2	5342 /// 5343
214416_at	---	---
214417_s_at	FETUB	26998
214418_at	LOC196993	196993
214419_s_at	CYP2C9	1559
214420_s_at	CYP2C9	1559
214421_x_at	CYP2C9	1559
214422_at	LOC131185 /// RAD23B	131185 /// 5887
214423_x_at	---	---
214424_s_at	---	---
214425_at	AMBP	259
214426_x_at	CHAF1A	10036
214427_at	NOP2	4839
214428_x_at	C4A /// C4B	720 /// 721
214429_at	MTMR6	9107
214430_at	GLA	2717
214431_at	GMPS	8833
214432_at	ATP1A3	478
214433_s_at	SELENBP1	8991
214434_at	HSPA12A	259217
214435_x_at	RALA	5898
214436_at	FBXL2	25827
214437_s_at	SHMT2	6472
214438_at	HLX	3142
214439_x_at	BIN1	274
214440_at	NAT1	9
214441_at	STX6	10228
214442_s_at	PIAS2	9063
214443_at	PVR	5817
214444_s_at	PVR	5817
214445_at	ELL2	22936
214446_at	ELL2	22936
214447_at	ETS1	2113
214448_x_at	NFKBIB	4793
214449_s_at	RHOQ	23433
214450_at	CTSW	1521
214451_at	TFAP2B	7021
214452_at	BCAT1	586
214453_s_at	IFI44	10561
214454_at	ADAMTS2	9509
214455_at	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	8339 /// 8343 /// 8344 /// 8346 /// 8347
214456_x_at	SAA1 /// SAA2	6288 /// 6289
214457_at	HOXA2	3199
214458_at	TRAF3IP1	26146
214459_x_at	HLA-C	3107
214460_at	LSAMP	4045
214461_at	LBP	3929
214462_at	SOCS6	9306
214463_x_at	HIST1H4J	8363
214464_at	CDC42BPA	8476
214465_at	ORM1 /// ORM2	5004 /// 5005
214466_at	GJA5	2702
214467_at	GPR65	8477
214468_at	MYH6	4624
214469_at	HIST1H2AB /// HIST1H2AE	3012 /// 8335
214470_at	KLRB1	3820
214471_x_at	LHB	3972
214472_at	HIST1H2AD /// HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J	3013 /// 8350 /// 8351 /// 8352 /// 8353 /// 8354 /// 8355 /// 8356 /// 8357 /// 8358 /// 8968
214473_x_at	PMS2L3	5387
214474_at	PRKAB2	5565
214475_x_at	CAPN3	825
214476_at	TFF2	7032
214477_at	MLLT1	4298
214478_at	SPP2	6694
214479_at	GFRA3	2676
214480_at	ETV3	2117
214481_at	HIST1H2AM	8336
214482_at	ZBTB25	7597
214483_s_at	ARFIP1	27236
214484_s_at	SIGMAR1	10280
214485_at	ODF1	4956
214486_x_at	CFLAR	8837
214487_s_at	RAP2A /// RAP2B	5911 /// 5912
214488_at	RAP2B	5912
214489_at	FSHB	2488
214490_at	ARSF	416
214491_at	SSTR3	6753
214492_at	SGCD	6444
214493_s_at	INADL	10207
214494_s_at	SPG7	6687
214495_at	CACNG2	10369
214496_x_at	MYST4	23522
214497_s_at	NHLH2	4808
214498_at	ASIP	434
214499_s_at	BCLAF1	9774
214500_at	H2AFY	9555
214501_s_at	H2AFY	9555
214502_at	HIST1H2BJ	8970
214503_x_at	GPR135	64582
214504_at	ABO	28
214505_s_at	FHL1	2273
214506_at	GPR182	11318
214507_s_at	EXOSC2	23404
214508_x_at	CREM	1390
214509_at	HIST1H3I	8354
214510_at	GPR20	2843
214511_x_at	FCGR1B	2210
214512_s_at	SUB1	10923
214513_s_at	CREB1	1385
214514_at	MCM3AP	8888
214515_at	OR1E1	8387
214516_at	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	121504 /// 554313 /// 8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370
214517_at	KRTAP5-9	3846
214518_at	PDHA2	5161
214519_s_at	RLN2	6019
214520_at	FOXC2	2303
214521_at	HES2	54626
214522_x_at	HIST1H2AD /// HIST1H3D	3013 /// 8351
214523_at	CEBPE	1053
214524_at	GHRH	2691
214525_x_at	MLH3	27030
214526_x_at	PMS2L1	5379
214527_s_at	PQBP1	10084
214528_s_at	PAX8	7849
214529_at	TSHB	7252
214530_x_at	EPB41	2035
214531_s_at	SNX1	6642
214532_x_at	POU5F1P1	5462
214533_at	CMA1	1215
214534_at	HIST1H1B	3009
214535_s_at	ADAMTS2	9509
214536_at	SLURP1	57152
214537_at	HIST1H1D	3007
214538_x_at	RGS6	9628
214539_at	SERPINB10	5273
214540_at	HIST1H2BO	8348
214541_s_at	QKI	9444
214542_x_at	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AJ /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM	8329 /// 8330 /// 8331 /// 8332 /// 8336 /// 85235 /// 8969
214543_x_at	QKI	9444
214544_s_at	SNAP23	8773
214545_s_at	PROSC	11212
214546_s_at	P2RY11	5032
214547_at	ADCY10	55811
214548_x_at	GNAS	2778
214549_x_at	SPRR1A	6698
214550_s_at	TNPO3	23534
214551_s_at	CD7	924
214552_s_at	RABEP1	9135
214553_s_at	ARPP-19	10776
214554_at	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AJ /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM	8329 /// 8330 /// 8331 /// 8332 /// 8336 /// 85235 /// 8969
214555_at	SSTR5	6755
214556_at	SSTR4	6754
214557_at	PTTG2	10744
214558_at	GPR12	2835
